Animal ID;Name;DateTime;Date of Birth;Outcome Type;Outcome Subtype;Animal Type;Sex upon Outcome;Age upon Outcome;Breed;Color
A808082;*Ramen;12/23/2019 02:39:00 PM;11/03/2018;Adoption;;Dog;Spayed Female;1 year;Pit Bull;Blue/White
A802147;Ziggy;08/18/2019 04:02:00 PM;03/14/2019;Adoption;;Dog;Neutered Male;5 months;Miniature Pinscher;Black/Tricolor
A796609;*Otto;06/13/2019 05:29:00 PM;01/03/2019;Adoption;;Dog;Spayed Female;5 months;Mastiff Mix;Brown/Black
A788262;Fuzzy;02/02/2019 12:46:00 PM;01/29/2018;Adoption;;Dog;Neutered Male;1 year;Miniature Poodle Mix;Cream/White
A801394;Angel;08/04/2019 05:57:00 PM;05/03/2019;Adoption;;Cat;Spayed Female;3 months;Siamese Mix;Tortie Point
A819041;Joi;10/15/2020 05:07:00 PM;06/20/2012;Adoption;;Dog;Neutered Male;8 years;Dalmatian Mix;White/Black
A815165;;03/15/2020 04:58:00 PM;01/17/2020;Adoption;;Dog;Neutered Male;1 month;Pit Bull;Brown Brindle/White
A809745;Fifi;12/04/2019 12:34:00 PM;11/30/2018;Transfer;Partner;Dog;Intact Female;1 year;Shih Tzu;Black/White
A806140;;10/14/2019 05:17:00 PM;10/06/2017;Adoption;;Dog;Neutered Male;2 years;Chihuahua Shorthair;Tan/White
A800342;;07/23/2019 04:30:00 PM;07/19/2017;Adoption;;Dog;Spayed Female;2 years;Havanese Mix;Cream/Black
A818682;*Dover;06/21/2020 11:25:00 AM;01/05/2020;Adoption;;Dog;Neutered Male;5 months;German Shepherd;Tan/Black
A795805;Peluchin;05/26/2019 12:00:00 AM;05/26/2018;Transfer;Partner;Dog;Intact Male;1 year;Lhasa Apso Mix;Tan
A671860;Bison;10/01/2019 04:02:00 PM;08/31/2013;Rto-Adopt;;Dog;Neutered Male;6 years;Chinese Sharpei Mix;Brown
A814781;;03/08/2020 02:27:00 PM;10/02/2019;Adoption;;Dog;Spayed Female;5 months;Labrador Retriever;Brown/White
A717102;*Rufus;02/21/2019 01:15:00 PM;12/02/2013;Return to Owner;;Dog;Neutered Male;5 years;Pit Bull Mix;Blue/White
A800895;Easter;07/31/2019 02:59:00 PM;12/28/2018;Adoption;;Dog;Neutered Male;7 months;Siberian Husky/Border Collie;White/Tan
A790841;;03/18/2019 01:17:00 PM;03/17/2017;Transfer;Partner;Dog;Intact Male;2 years;Pit Bull Mix;Blue/White
A814780;;03/08/2020 01:22:00 PM;10/02/2019;Adoption;;Dog;Spayed Female;5 months;Labrador Retriever;Red
A795620;Bubbas;08/17/2019 10:14:00 AM;05/22/2017;Adoption;;Dog;Neutered Male;2 years;Pit Bull;Brown Brindle
A825847;*Ellie;11/21/2020 11:51:00 AM;11/13/2018;Transfer;Partner;Dog;Spayed Female;2 years;Labrador Retriever;Yellow
A792212;;06/22/2019 03:40:00 PM;03/10/2019;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Brown Tabby
A824266;;10/13/2020 05:18:00 PM;07/25/2020;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Orange Tabby
A798120;;06/25/2019 04:13:00 PM;02/21/2019;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair;Brown Tabby
A809774;Rocky;12/11/2019 06:36:00 PM;12/01/2017;Return to Owner;;Dog;Neutered Male;2 years;Bulldog;White/Brown
A825513;*Elodie;12/22/2020 05:34:00 PM;11/05/2019;Transfer;Partner;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Brown Tabby/White
A806195;Emma;10/20/2019 07:18:00 PM;10/07/2014;Adoption;;Dog;Spayed Female;5 years;Beagle Mix;Tricolor
A813228;;02/10/2020 03:52:00 PM;02/06/2013;Transfer;Snr;Cat;Neutered Male;7 years;Domestic Shorthair Mix;Black
A801456;;08/26/2019 02:54:00 PM;06/27/2019;Transfer;Partner;Cat;Intact Female;1 month;Domestic Medium Hair;Black
A821676;*Thistle;10/03/2020 08:06:00 AM;07/24/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby
A785156;;01/19/2019 06:02:00 PM;10/28/2018;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;White/Black
A821103;;08/04/2020 01:48:00 PM;07/26/2020;Transfer;Partner;Cat;Unknown;1 weeks;Domestic Shorthair;Gray Tabby
A714297;Bijou;09/09/2019 06:46:00 PM;04/21/2014;Adoption;;Dog;Spayed Female;5 years;Rottweiler/German Shepherd;Black
A797464;;06/15/2019 12:45:00 PM;06/13/2016;Transfer;Partner;Dog;Intact Female;3 years;Jack Russell Terrier Mix;Brown/White
A818525;*Dewberry;07/09/2020 10:55:00 AM;01/03/2020;Transfer;Partner;Dog;Intact Female;6 months;Labrador Retriever;Chocolate/White
A739213;Zorro;07/31/2019 11:24:00 AM;11/29/2014;Return to Owner;;Dog;Intact Male;4 years;Australian Shepherd Mix;Black/Gray
A823395;;09/30/2020 01:35:00 PM;05/23/2020;Transfer;Partner;Dog;Intact Male;4 months;Anatol Shepherd/Great Pyrenees;White/Brown
A802348;Chiquis;10/14/2019 01:31:00 PM;11/16/2018;Return to Owner;;Dog;Spayed Female;10 months;Cairn Terrier;Tan
A815673;;03/23/2020 10:15:00 AM;03/22/2019;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
A781060;Green Bright;01/22/2019 11:48:00 AM;09/24/2015;Transfer;Partner;Cat;Spayed Female;3 years;Domestic Shorthair Mix;Blue Tabby/White
A801658;;08/10/2019 07:09:00 PM;09/07/2018;Transfer;Snr;Cat;Unknown;11 months;Domestic Shorthair;Black
A785915;*Poppy;01/11/2019 05:43:00 PM;09/12/2018;Transfer;Partner;Cat;Intact Female;3 months;Domestic Shorthair Mix;Black
A803619;*Betta;10/20/2019 05:35:00 PM;07/23/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Brown Tabby/White
A808491;;11/20/2019 11:22:00 AM;11/09/2017;Transfer;Partner;Dog;Spayed Female;2 years;Wire Hair Fox Terrier;Tan/White
A785041;Atlas;02/15/2019 04:42:00 PM;11/25/2017;Adoption;Foster;Dog;Neutered Male;1 year;Siberian Husky Mix;White/Black
A794125;Lexi;05/05/2019 12:00:00 PM;05/04/2016;Return to Owner;;Dog;Intact Female;3 years;Yorkshire Terrier Mix;Black/Tan
A815698;*Disney;04/14/2020 04:04:00 PM;03/23/2015;Transfer;Partner;Dog;Intact Female;5 years;Labrador Retriever Mix;Black/White
A803009;Kayla;10/15/2019 02:23:00 PM;11/26/2018;Transfer;Partner;Dog;Spayed Female;10 months;Labrador Retriever/Beagle;Tan/White
A748272;Viper;07/16/2019 05:41:00 PM;05/01/2009;Return to Owner;;Dog;Neutered Male;10 years;Chihuahua Shorthair Mix;Black/Brown
A811650;*Levander;01/14/2020 11:10:00 AM;08/23/2019;Adoption;;Dog;Spayed Female;4 months;Catahoula;Black
A812377;Major;01/25/2020 01:54:00 PM;01/21/2014;Return to Owner;;Dog;Intact Male;6 years;Boxer Mix;Brown/Tricolor
A809784;;12/07/2019 05:47:00 PM;06/16/2019;Adoption;;Dog;Neutered Male;5 months;Blue Lacy Mix;Blue/White
A826113;*Murphy;11/30/2020 05:39:00 PM;09/07/2020;Adoption;;Dog;Neutered Male;2 months;Great Pyrenees/Labrador Retriever;Black/White
A787655;Sabrina;02/10/2019 06:43:00 PM;01/17/2017;Adoption;;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Tortie
A795705;*Nutmeg;06/30/2019 05:56:00 PM;04/24/2019;Adoption;;Cat;Spayed Female;2 months;American Shorthair;Black
A798837;Roxy;08/17/2019 09:44:00 AM;01/10/2017;Adoption;;Dog;Spayed Female;2 years;Pit Bull;White/Black Brindle
A811597;Hemi;01/17/2020 02:39:00 PM;01/12/2006;Return to Owner;;Cat;Neutered Male;14 years;Domestic Shorthair;Orange Tabby/White
A775577;Koda;05/09/2019 01:14:00 PM;01/02/2018;Transfer;Partner;Dog;Neutered Male;1 year;Labrador Retriever Mix;Black
A819153;Pup 3;06/23/2020 12:57:00 PM;05/23/2020;Transfer;Partner;Dog;Intact Male;4 weeks;Pit Bull;Tan/White
A587914;Yoda;08/13/2020 01:34:00 PM;10/30/2007;Return to Owner;;Dog;Spayed Female;12 years;Chihuahua Shorthair/Rat Terrier;White/Tan
A808816;Lightening;11/14/2019 06:29:00 PM;11/14/2019;Transfer;Partner;Dog;Intact Female;0 years;Cairn Terrier Mix;Tan
A788611;Stanlee;05/01/2019 07:12:00 PM;03/13/2015;Adoption;;Dog;Neutered Male;4 years;Cardigan Welsh Corgi/Pomeranian;Red/White
A816527;*Ruth;05/06/2020 01:35:00 PM;04/17/2020;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair;Blue/White
A785243;Jolene;01/02/2019 07:19:00 PM;11/29/2016;Adoption;Foster;Dog;Spayed Female;2 years;Border Terrier Mix;Tan/White
A807128;*Chili;10/27/2020 09:16:00 AM;08/21/2019;Adoption;Foster;Dog;Spayed Female;1 year;Australian Cattle Dog Mix;Red/White
A803993;;09/10/2019 02:40:00 PM;08/09/2019;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair;Tortie
A826894;Charara;12/30/2020 04:46:00 PM;12/08/2019;Adoption;;Dog;Spayed Female;1 year;Staffordshire;Blue
A786687;Rambo;01/03/2019 04:17:00 PM;12/30/2014;Transfer;Partner;Cat;Spayed Female;4 years;Domestic Shorthair Mix;Brown Tabby
A792211;;06/06/2019 02:39:00 PM;03/10/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby
A804693;Freya;10/06/2019 01:20:00 PM;12/17/2017;Transfer;Partner;Dog;Spayed Female;1 year;Pointer Mix;White/Tricolor
A796331;*Ivy;06/04/2019 12:53:00 PM;05/01/2019;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Brown Tabby
A790459;;03/11/2019 01:25:00 PM;02/05/2019;Transfer;Partner;Other;Unknown;4 weeks;Guinea Pig Mix;Black/Tan
A819969;;09/01/2020 08:10:00 AM;04/08/2020;Adoption;Foster;Cat;Neutered Male;4 months;Domestic Shorthair;Brown Tabby
A822372;;09/05/2020 03:33:00 PM;09/01/2018;Return to Owner;;Dog;Intact Female;2 years;Norfolk Terrier Mix;Gold
A827083;;12/13/2020 12:39:00 PM;08/13/2020;Transfer;Partner;Dog;Intact Male;4 months;Golden Retriever;White
A818002;Piper;06/01/2020 01:57:00 PM;05/30/2018;Return to Owner;;Dog;Intact Female;2 years;Vizsla;Brown
A810112;;12/09/2019 04:46:00 PM;09/24/2019;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever;Tricolor
A804636;Thumper;10/26/2019 04:07:00 PM;07/22/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair;Brown Tabby
A789477;;03/02/2019 10:54:00 AM;02/22/2017;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Blue
A783950;Lola;06/11/2019 03:33:00 PM;01/28/2013;Adoption;;Dog;Spayed Female;6 years;Staffordshire Mix;Tan/White
A790825;*Fred;04/04/2019 01:34:00 PM;03/17/2017;Transfer;Barn;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Black
A797344;Loki;08/14/2019 07:47:00 AM;06/12/2010;Adoption;Foster;Dog;Neutered Male;9 years;Anatol Shepherd Mix;Sable
A795423;*83 Grams;05/20/2019 05:13:00 PM;05/16/2019;Transfer;Partner;Cat;Intact Female;4 days;Domestic Shorthair;Black
A812070;*Parker;02/08/2020 11:53:00 AM;01/15/2018;Adoption;;Dog;Neutered Male;2 years;Pointer Mix;White/Tan
A796995;Mochi;07/12/2019 07:32:00 PM;04/02/2019;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair;Black/White
A800879;*Dorito;08/03/2019 05:11:00 PM;07/04/2019;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair Mix;Cream Tabby
A799288;*Alfred;09/26/2019 12:12:00 PM;06/09/2019;Adoption;Foster;Dog;Neutered Male;3 months;Labrador Retriever Mix;Brown/White
A817049;Shelby Lynn;06/30/2020 12:44:00 PM;04/21/2020;Adoption;Foster;Dog;Intact Female;2 months;Australian Shepherd;Tan/White
A607233;Lucy;10/07/2019 01:49:00 PM;05/15/2011;Adoption;;Dog;Spayed Female;8 years;Labrador Retriever Mix;Tan/White
A792100;*Sugar;04/10/2019 05:07:00 PM;07/09/2018;Adoption;;Dog;Spayed Female;9 months;Chihuahua Shorthair Mix;White
A813002;;02/02/2020 05:49:00 PM;11/02/2019;Adoption;;Dog;Spayed Female;3 months;German Shepherd;Black/Tricolor
A787964;;02/03/2019 07:18:00 PM;11/23/2018;Adoption;;Cat;Intact Male;2 months;Domestic Shorthair Mix;Blue/White
A818134;;06/17/2020 04:09:00 PM;04/02/2020;Adoption;;Dog;Neutered Male;2 months;Pointer Mix;Black/White
A803322;;09/03/2019 05:01:00 PM;05/30/2019;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair;Blue Tabby
A786341;*Bella;02/16/2019 05:04:00 PM;12/20/2018;Adoption;Foster;Dog;Spayed Female;1 month;Dachshund Longhair/Chihuahua Longhair;Black/Brown
A782316;Copper;11/30/2019 03:55:00 PM;04/17/2018;Adoption;;Dog;Neutered Male;1 year;Harrier Mix;White/Brown
A792405;;04/10/2019 01:25:00 PM;03/20/2019;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Medium Hair Mix;Lynx Point
A812307;;01/24/2020 06:19:00 PM;01/19/2019;Adoption;;Dog;Neutered Male;1 year;Dachshund Mix;Black/Brown Brindle
A798317;;07/02/2019 02:42:00 PM;05/31/2019;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair;Torbie
A792846;;04/17/2019 12:18:00 PM;03/20/2019;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Brown Tabby
A810635;Angel;12/19/2019 03:10:00 PM;12/17/2017;Return to Owner;;Dog;Intact Female;2 years;Chihuahua Longhair Mix;Tan
A792728;Polaris;05/12/2019 07:36:00 PM;03/14/2019;Adoption;;Cat;Intact Male;1 month;Siamese Mix;Flame Point
A815271;;03/14/2020 05:54:00 AM;02/27/2020;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Blue
A822146;*Papaya;10/22/2020 07:54:00 AM;07/27/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby/White
A799293;Pickle;09/22/2019 04:00:00 PM;06/06/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair;Black/White
A796697;Bella;09/24/2020 03:09:00 PM;06/04/2011;Euthanasia;Suffering;Dog;Intact Female;9 years;Cavalier Span Mix;Black/White
A792252;;04/11/2019 12:59:00 PM;04/04/2019;Return to Owner;;Dog;Intact Male;1 week;Yorkshire Terrier Mix;Cream
A822452;;09/02/2020 07:10:00 PM;08/23/2020;Transfer;Partner;Cat;Intact Female;1 weeks;Domestic Shorthair;Calico
A796034;;05/31/2019 04:34:00 PM;04/16/2019;Adoption;;Dog;Spayed Female;1 month;Boxer;Brown Brindle
A809417;;11/24/2019 09:31:00 AM;11/24/2018;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Gray
A799871;;07/13/2019 02:38:00 PM;07/13/2009;Euthanasia;Suffering;Other;Unknown;10 years;Turtle;Brown
A797001;;06/08/2019 03:35:00 PM;04/08/2019;Transfer;Partner;Dog;Intact Female;1 month;Chihuahua Shorthair;Tricolor
A784066;;01/04/2019 06:05:00 PM;11/11/2016;Adoption;Foster;Dog;Neutered Male;2 years;Labrador Retriever Mix;Yellow
A786580;Bambi;01/05/2019 12:33:00 PM;12/27/2016;Adoption;;Dog;Spayed Female;2 years;Rat Terrier;White/Tan
A805900;;10/14/2019 04:47:00 PM;07/03/2019;Adoption;;Dog;Neutered Male;3 months;Border Collie Mix;Black/White
A811081;;12/29/2019 12:50:00 PM;12/27/2018;Transfer;Partner;Dog;Intact Female;1 year;Border Collie/Australian Cattle Dog;Black/White
A823962;*Atticus;10/29/2020 05:40:00 PM;06/02/2020;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair;Brown Tabby/White
A805036;Callie;09/23/2019 05:36:00 PM;01/21/2019;Adoption;;Dog;Spayed Female;8 months;Beagle;Tricolor
A766540;Hercules;06/29/2019 06:34:00 PM;02/11/2017;Return to Owner;;Dog;Neutered Male;2 years;Pit Bull Mix;Fawn/White
A787981;Fern;01/27/2019 05:57:00 PM;01/23/2018;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;Red
A795881;Noel;06/03/2019 03:45:00 PM;05/25/2018;Return to Owner;;Dog;Neutered Male;1 year;Boxer Mix;Black/White
A801190;;08/05/2019 04:55:00 PM;05/17/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Calico
A797892;Sammy;06/23/2019 11:38:00 AM;06/19/2017;Transfer;Partner;Dog;Intact Male;2 years;Pug;Black
A801646;Snowball;08/10/2019 07:16:00 PM;08/07/2018;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever Mix;White
A792725;Spice;06/16/2019 01:18:00 PM;03/14/2019;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Orange Tabby/White
A781818;Murphy;03/08/2019 05:18:00 PM;09/01/2018;Adoption;Foster;Dog;Spayed Female;6 months;Labrador Retriever Mix;Black
A795760;;05/28/2019 04:37:00 PM;03/24/2019;Adoption;;Dog;Spayed Female;2 months;Vizsla Mix;Red/White
A787444;;01/24/2019 07:12:00 PM;01/13/2018;Adoption;;Bird;Unknown;1 year;Parakeet Mix;Yellow/Gray
A823189;Deebo;09/27/2020 04:46:00 PM;09/18/2017;Return to Owner;;Dog;Intact Male;3 years;Pit Bull;Fawn/White
A803224;;08/29/2019 04:03:00 PM;08/22/2019;Transfer;Partner;Cat;Unknown;1 week;Domestic Shorthair;Blue
A800153;;08/03/2019 05:05:00 PM;05/17/2019;Transfer;Partner;Cat;Intact Female;2 months;Domestic Shorthair;Brown Tabby
A814927;;03/15/2020 12:53:00 PM;05/08/2019;Adoption;;Dog;Spayed Female;10 months;Chihuahua Shorthair;Black/Tricolor
A827173;*Dyson;01/02/2021 12:17:00 PM;12/15/2017;Adoption;;Dog;Neutered Male;3 years;Great Pyrenees/Golden Retriever;White/Tan
A790572;;03/12/2019 04:59:00 PM;03/01/2019;Transfer;Partner;Dog;Intact Female;1 weeks;Labrador Retriever Mix;Chocolate/White
A804723;Cookie;09/27/2019 03:42:00 PM;09/18/2017;Transfer;Partner;Dog;Intact Female;2 years;Pit Bull;Brown
A807808;Luna;11/12/2019 05:12:00 PM;03/30/2014;Adoption;;Dog;Spayed Female;5 years;German Shepherd/Siberian Husky;White
A803419;Chapo;09/02/2019 12:27:00 PM;08/31/2017;Return to Owner;;Dog;Intact Male;2 years;German Shepherd Mix;Black/White
A804489;;09/18/2019 05:36:00 PM;07/14/2019;Adoption;;Dog;Spayed Female;2 months;German Shepherd;Black/Tan
A807044;*Cashew;11/29/2019 10:05:00 AM;05/05/2012;Adoption;;Dog;Neutered Male;7 years;Labrador Retriever/Boxer;Brown
A811871;*Finn;01/18/2020 04:35:00 PM;10/11/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair;Blue Tabby
A801214;;08/01/2019 06:32:00 PM;07/17/2019;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair;Brown Tabby
A813890;Bella;12/17/2020 12:53:00 PM;02/20/2012;Transfer;Partner;Dog;Spayed Female;8 years;Maltese;White
A810053;;12/20/2019 06:29:00 PM;05/06/2019;Adoption;;Cat;Spayed Female;7 months;Domestic Medium Hair Mix;Orange Tabby
A826132;;12/18/2020 10:16:00 AM;12/14/2003;Transfer;Partner;Cat;Neutered Male;17 years;Domestic Longhair;Blue/White
A796457;;06/04/2019 04:49:00 PM;06/02/2018;Transfer;Partner;Other;Unknown;1 year;Guinea Pig;Black
A796247;;06/01/2019 03:16:00 PM;03/30/2019;Transfer;Partner;Cat;Intact Female;2 months;Domestic Shorthair;Gray Tabby
A795992;Moby;06/28/2019 10:47:00 AM;05/27/2017;Transfer;Snr;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Black/White
A795938;;05/30/2019 05:38:00 PM;03/28/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby
A819298;*Goosey Loosey;08/07/2020 11:38:00 AM;05/25/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Calico
A813156;*Nellie;04/07/2020 08:39:00 AM;02/05/2017;Adoption;Foster;Dog;Spayed Female;3 years;Labrador Retriever/Great Pyrenees;Yellow
A807720;Ms Kitty;11/23/2019 01:15:00 PM;10/28/2014;Adoption;;Cat;Spayed Female;5 years;Domestic Shorthair;Calico
A789147;;02/19/2019 05:49:00 PM;09/15/2018;Transfer;Snr;Cat;Unknown;5 months;Domestic Shorthair Mix;Brown Tabby
A810615;;12/24/2019 04:50:00 PM;11/09/2019;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair;Black Smoke
A826121;Shadow;11/23/2020 04:53:00 PM;09/19/2020;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black
A808506;*Sandy;11/13/2019 01:08:00 PM;10/01/2019;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair;Brown Tabby/White
A801123;Sisco;08/11/2019 01:45:00 PM;12/01/2018;Adoption;;Cat;Spayed Female;8 months;Siamese;Orange Tabby/White
A814284;;03/01/2020 06:53:00 PM;02/27/2019;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
A803284;*Gravy;11/02/2019 06:42:00 PM;07/30/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;White/Orange Tabby
A823815;Boss;10/05/2020 05:42:00 PM;09/30/2019;Return to Owner;;Dog;Intact Male;1 year;Pit Bull;Brown
A774366;*Al;03/12/2019 09:16:00 AM;05/01/2018;Adoption;Foster;Cat;Neutered Male;10 months;Domestic Medium Hair Mix;Brown Tabby/White
A779464;Zuma;02/14/2019 03:02:00 PM;02/01/2018;Adoption;;Dog;Neutered Male;1 year;Pit Bull Mix;Black/White
A793581;Echo;05/08/2019 05:10:00 PM;07/27/2018;Return to Owner;;Dog;Spayed Female;9 months;Border Collie/Australian Shepherd;Brown/White
A798931;Gus;07/12/2019 01:04:00 PM;07/02/2017;Return to Owner;;Dog;Neutered Male;2 years;Labrador Retriever;Yellow/White
A786958;Davinci;01/06/2019 11:34:00 AM;01/05/2017;Return to Owner;;Dog;Neutered Male;2 years;Shih Tzu Mix;Cream
A787433;Luna Lexy;01/13/2019 01:25:00 PM;01/13/2017;Return to Owner;;Dog;Spayed Female;2 years;Labrador Retriever Mix;Cream
A816235;Diamond;04/21/2020 09:45:00 AM;04/11/2015;Return to Owner;;Dog;Intact Female;5 years;Pit Bull Mix;Blue/White
A809170;Cookie;11/20/2019 04:50:00 PM;08/20/2019;Return to Owner;;Dog;Intact Female;3 months;Australian Cattle Dog Mix;White/Black
A790985;Sage;04/09/2019 06:57:00 PM;12/19/2017;Adoption;;Dog;Spayed Female;1 year;German Shepherd Mix;Tricolor
A813952;;02/24/2020 04:22:00 PM;10/06/2019;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair;Brown Tabby
A793740;;05/01/2019 08:41:00 AM;04/29/2018;Transfer;Partner;Cat;Intact Female;1 year;Domestic Shorthair Mix;Tortie
A814014;Blue;02/29/2020 06:29:00 PM;02/22/2018;Return to Owner;;Dog;Intact Male;2 years;Catahoula;Brown Brindle/White
A824506;;10/16/2020 04:24:00 PM;10/15/2019;Transfer;Partner;Cat;Neutered Male;1 year;Domestic Shorthair;Blue Tabby
A799615;;07/20/2019 02:40:00 PM;06/10/2019;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair;Blue
A788562;Morty;02/04/2019 05:09:00 PM;02/04/2017;Return to Owner;;Dog;Neutered Male;2 years;Pit Bull Mix;Black/White
A799584;*Purrcilla;08/17/2019 10:07:00 AM;04/10/2019;Adoption;;Cat;Spayed Female;4 months;Domestic Shorthair;Black
A823425;*Peony;11/17/2020 10:41:00 AM;08/22/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Blue Tabby/White
A788487;Wiley;02/10/2019 09:46:00 PM;02/03/2017;Adoption;;Dog;Neutered Male;2 years;German Shepherd Mix;Black/Tan
A814814;;03/10/2020 06:07:00 PM;01/06/2020;Adoption;;Dog;Neutered Male;2 months;Chihuahua Shorthair;Tan/White
A810753;Nala;12/23/2019 11:42:00 AM;05/19/2012;Transfer;Partner;Dog;Spayed Female;7 years;Shih Tzu;Black/White
A807883;Coco;11/06/2019 05:11:00 PM;11/03/2018;Rto-Adopt;;Dog;Neutered Male;1 year;Great Pyrenees;White/White
A736249;Bubbles;03/02/2019 03:12:00 PM;07/21/2008;Adoption;Foster;Dog;Spayed Female;10 years;Rat Terrier Mix;Black/White
A683577;Ginger;08/01/2020 11:28:00 AM;05/12/2014;Transfer;Partner;Dog;Spayed Female;6 years;Chihuahua Shorthair Mix;Tan
A802884;;08/29/2019 04:04:00 PM;06/24/2019;Adoption;;Dog;Neutered Male;2 months;Toy Poodle/Lhasa Apso;Buff
A792654;Jasper;09/02/2019 01:25:00 PM;12/13/2018;Adoption;;Dog;Neutered Male;8 months;Pbgv Mix;Tan/White
A789942;;03/06/2019 05:03:00 PM;01/02/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Orange Tabby
A787773;Shimmer;02/04/2019 02:39:00 PM;01/19/2017;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Blue
A806282;*Otis;11/30/2019 06:31:00 PM;08/06/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair;Brown Tabby
A803899;Lily;09/11/2019 06:36:00 PM;09/08/2015;Return to Owner;;Dog;Spayed Female;4 years;Labrador Retriever Mix;Black/White
A821252;Wolfgang;11/24/2020 08:16:00 AM;08/07/2020;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair;Black
A803577;Willie Nelson;09/14/2019 06:28:00 PM;03/03/2018;Adoption;;Dog;Neutered Male;1 year;Pointer Mix;Black/White
A798986;;07/09/2019 12:22:00 PM;07/02/2011;Transfer;Partner;Dog;Intact Female;8 years;Maltese;White
