;index;Animal ID;Name;DateTime;Date of Birth;Outcome Type;Outcome Subtype;Animal Type;Sex upon Outcome;Age upon Outcome;Breed;Color
20706;86148;A746600;Remus;04/18/2019 05:43:00 PM;04/04/2013;Return to Owner;;Dog;Neutered Male;6 years;German Shepherd Mix;Red
20707;86149;A801071;;07/31/2019 11:42:00 AM;07/30/2018;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
20708;86150;A789670;Mojo;04/23/2019 11:07:00 AM;02/25/2012;Adoption;Foster;Dog;Neutered Male;7 years;Chihuahua Longhair Mix;Red
20709;86154;A823787;;10/06/2020 06:29:00 PM;09/30/2018;Adoption;;Dog;Spayed Female;2 years;Chihuahua Shorthair;Brown
20710;86157;A803530;*Toulouse;11/13/2019 05:47:00 PM;08/22/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby/White
20711;86163;A806489;;10/15/2019 06:24:00 PM;04/11/2018;Adoption;;Dog;Spayed Female;1 year;Beagle Mix;Tan/White
20712;86169;A825519;;12/26/2020 04:36:00 PM;10/19/2020;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Longhair Mix;Black/White
20713;86170;A797503;*Paloma;08/17/2019 10:00:00 AM;04/14/2019;Adoption;;Cat;Spayed Female;4 months;Domestic Medium Hair;Blue
20714;86171;A797766;*Louise;06/28/2019 10:27:00 AM;11/17/2018;Transfer;Partner;Dog;Intact Female;7 months;Labrador Retriever Mix;Tan/White
20715;86174;A591112;Gracie;05/11/2019 11:47:00 AM;03/04/2010;Return to Owner;;Cat;Spayed Female;9 years;Domestic Shorthair Mix;Blue Tabby
20716;86175;A742997;Sadie;04/06/2019 02:42:00 PM;02/01/2015;Return to Owner;;Dog;Spayed Female;4 years;Australian Shepherd/Labrador Retriever;White/Red
20717;86176;A797957;*Paper Clip;06/27/2019 06:48:00 PM;10/19/2018;Transfer;Partner;Dog;Intact Male;8 months;Pit Bull;White/Black
20718;86180;A815148;Perrota;03/24/2020 01:37:00 PM;03/11/2012;Transfer;Partner;Dog;Spayed Female;8 years;German Shepherd;Red/White
20719;86185;A812950;*Grover;03/17/2020 02:11:00 PM;01/31/2019;Transfer;Partner;Dog;Intact Male;1 year;Staffordshire Mix;Tan/White
20720;86190;A827968;;01/04/2021 05:50:00 PM;01/04/2019;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown
20721;86194;A777081;Diesel;06/08/2019 02:07:00 PM;03/23/2018;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever Mix;White/Tan
20722;86195;A807691;;11/02/2019 04:37:00 PM;07/01/2019;Adoption;;Cat;Spayed Female;4 months;Domestic Medium Hair;Calico
20723;86201;A799538;;07/11/2019 01:49:00 PM;06/09/2019;Transfer;Partner;Other;Unknown;4 weeks;Guinea Pig;Tricolor
20724;86203;A790645;Lilo;03/17/2019 01:13:00 PM;03/13/2014;Adoption;;Cat;Spayed Female;5 years;Domestic Shorthair Mix;Calico
20725;86204;A811076;;12/31/2019 07:46:00 PM;12/27/2018;Adoption;;Dog;Spayed Female;1 year;Norfolk Terrier;Tan/White
20726;86205;A794140;;05/04/2019 01:00:00 PM;05/02/2019;Transfer;Partner;Cat;Unknown;2 days;Domestic Shorthair Mix;Black
20727;86207;A794809;;05/12/2019 04:18:00 PM;04/24/2019;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair;Orange Tabby
20728;86214;A788594;Trixie;02/11/2019 05:33:00 PM;10/05/2018;Adoption;;Dog;Spayed Female;4 months;Labrador Retriever Mix;White/Blue
20729;86221;A793832;*Coconut;07/15/2019 06:21:00 PM;04/30/2008;Adoption;Foster;Dog;Spayed Female;11 years;Pomeranian Mix;Brown/Tan
20730;86225;A795545;;06/06/2019 01:32:00 PM;03/30/2019;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair;White/Black
20731;86226;A710856;*Knox;11/03/2019 12:59:00 PM;03/14/2015;Return to Owner;;Dog;Neutered Male;4 years;Pit Bull Mix;White/Black
20732;86227;A790667;;03/19/2019 05:03:00 PM;03/14/2018;Transfer;Snr;Cat;Unknown;1 year;Domestic Shorthair Mix;Blue Tabby
20733;86229;A797494;;06/17/2019 07:14:00 PM;06/14/2018;Transfer;Partner;Other;Unknown;1 year;Guinea Pig;Orange/White
20734;86231;A805531;*Veronica;10/22/2019 03:17:00 PM;08/22/2019;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair;Tortie
20735;86232;A791152;;05/23/2019 10:55:00 AM;03/19/2019;Died;In Foster;Cat;Unknown;2 months;Domestic Shorthair Mix;Torbie
20736;86233;A806226;;10/22/2019 04:30:00 PM;04/10/2019;Adoption;;Cat;Spayed Female;6 months;Domestic Shorthair Mix;Black/White
20737;86237;A805700;;11/05/2019 11:50:00 AM;09/11/2019;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair;Brown Tabby
20738;86246;A806566;*Mephistopheles;11/19/2019 03:01:00 PM;08/16/2019;Adoption;;Cat;Neutered Male;3 months;Siamese;Lilac Point
20739;86247;A827739;;12/31/2020 09:49:00 AM;12/30/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Skunk;Black
20740;86248;A820514;;07/28/2020 11:23:00 AM;03/21/2020;Transfer;Partner;Cat;Spayed Female;4 months;Domestic Shorthair;Cream Tabby
20741;86252;A804652;Nayla;09/17/2019 06:44:00 PM;09/16/2017;Return to Owner;;Dog;Intact Female;2 years;Siberian Husky;White
20742;86253;A815078;Cody;04/09/2020 11:59:00 AM;03/10/2019;Adoption;Foster;Dog;Neutered Male;1 year;Chihuahua Shorthair;Brown
20743;86258;A809758;;12/01/2019 12:48:00 PM;11/30/2018;Transfer;Partner;Other;Unknown;1 year;Turtle;Green
20744;86259;A820184;;10/15/2020 12:37:00 PM;05/06/2020;Adoption;Foster;Cat;Neutered Male;5 months;Domestic Shorthair;Brown Tabby
20745;86260;A612076;Peluche;07/28/2019 04:32:00 PM;05/15/2011;Return to Owner;;Dog;Neutered Male;8 years;German Shepherd/Great Pyrenees;Black/White
20746;86263;A813923;Kuru;03/13/2020 11:43:00 AM;09/21/2019;Adoption;Foster;Dog;Intact Female;5 months;German Shepherd;Brown/Black
20747;86267;A765445;Argos;05/13/2020 04:51:00 PM;01/20/2016;Return to Owner;;Dog;Neutered Male;4 years;Pit Bull Mix;Brown Brindle/White
20748;86273;A820462;;07/20/2020 05:27:00 PM;07/20/2018;Transfer;Partner;Other;Unknown;2 years;Snake;White/White
20749;86274;A797146;Mr Spock;06/19/2019 01:27:00 PM;06/10/2017;Return to Owner;;Dog;Neutered Male;2 years;Doberman Pinsch;Black/Tan
20750;86276;A811237;;01/05/2020 11:01:00 AM;12/30/2017;Transfer;Snr;Cat;Unknown;2 years;Domestic Shorthair;Orange Tabby
20751;86278;A787092;Elvis;01/12/2019 03:07:00 PM;01/07/2014;Adoption;;Dog;Neutered Male;5 years;Chihuahua Shorthair Mix;Black/White
20752;86283;A803013;*Marigold;10/26/2019 03:47:00 PM;07/26/2019;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair;Orange Tabby/White
20753;86290;A706280;Foxx;12/31/2020 01:09:00 PM;04/01/2015;Adoption;;Cat;Spayed Female;5 years;Domestic Shorthair Mix;Tortie
20754;86293;A812782;Oliver;02/02/2020 04:49:00 PM;01/28/2010;Adoption;;Cat;Neutered Male;10 years;Domestic Medium Hair;White/Brown Tabby
20755;86296;A810285;Steele;12/19/2019 04:34:00 PM;12/10/2016;Adoption;;Dog;Neutered Male;3 years;Alaskan Husky;White/Black
20756;86303;A807127;Oscar;10/27/2019 04:21:00 PM;10/21/2017;Adoption;;Dog;Neutered Male;2 years;Dachshund Mix;Blue Merle/Tricolor
20757;86308;A819848;*Millie;10/27/2020 01:47:00 PM;07/07/2018;Adoption;Foster;Dog;Spayed Female;2 years;Pit Bull/Boxer;Fawn/Brown
20758;86312;A821973;Bella My;08/24/2020 03:24:00 PM;08/24/2017;Return to Owner;;Cat;Intact Male;3 years;Domestic Shorthair;Blue/White
20759;86320;A740588;Luke;03/27/2019 01:37:00 PM;02/19/2016;Return to Owner;;Dog;Neutered Male;3 years;Labrador Retriever Mix;Chocolate/Tan
20760;86321;A787228;Ashton;01/10/2019 07:06:00 PM;01/09/2011;Return to Owner;;Dog;Intact Male;8 years;Cocker Spaniel Mix;Black/White
20761;86324;A783950;Lola;03/10/2019 07:13:00 PM;01/28/2013;Adoption;;Dog;Spayed Female;6 years;Staffordshire Mix;Tan/White
20762;86325;A822657;;10/25/2020 08:22:00 AM;08/07/2020;Euthanasia;At Vet;Cat;Unknown;2 months;Domestic Shorthair;Gray Tabby/White
20763;86330;A797419;Grayson;07/03/2019 04:21:00 PM;04/13/2019;Adoption;;Cat;Intact Male;2 months;Domestic Shorthair;Blue/White
20764;86333;A788653;Lacy;02/12/2019 05:12:00 PM;04/06/2018;Adoption;;Dog;Spayed Female;10 months;Labrador Retriever Mix;Black/White
20765;86334;A825679;;12/12/2020 01:10:00 PM;09/24/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Medium Hair Mix;Black Smoke
20766;86335;A799445;;09/20/2019 09:30:00 AM;06/08/2019;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair;Black
20767;86343;A799872;Sangelo;07/13/2019 03:33:00 PM;07/13/2015;Return to Owner;;Dog;Neutered Male;4 years;Cairn Terrier;Tan
20768;86345;A812481;*Falcor;02/06/2020 12:04:00 PM;01/23/2017;Transfer;Partner;Dog;Intact Male;3 years;German Shepherd;White
20769;86347;A787588;;01/20/2019 06:56:00 PM;01/16/2018;Adoption;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Orange Tabby/White
20770;86350;A819428;*Lucy;09/02/2020 08:20:00 AM;05/26/2020;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Longhair;Brown Tabby
20771;86357;A791776;*Ginger;07/07/2019 01:03:00 PM;12/01/2017;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair/Dachshund;Brown
20772;86363;A809658;Jade;11/30/2019 11:55:00 AM;11/28/2017;Return to Owner;;Dog;Intact Female;2 years;Labrador Retriever;Brown/Tan
20773;86368;A801917;*Bubbles;08/17/2019 12:35:00 PM;05/16/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black/White
20774;86374;A794441;;06/01/2019 04:36:00 PM;03/08/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Medium Hair;Black
20775;86376;A809139;Nala;11/23/2019 11:53:00 AM;07/19/2018;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair/Pug;Brown/White
20776;86379;A797734;Spike;06/17/2019 02:24:00 PM;07/17/2018;Return to Owner;;Dog;Intact Male;11 months;Pit Bull Mix;Tricolor
20777;86393;A808482;Mason;11/15/2019 11:54:00 AM;11/09/2009;Adoption;;Dog;Neutered Male;10 years;Labrador Retriever Mix;Yellow
20778;86401;A787278;Luna;01/18/2019 02:51:00 PM;03/10/2018;Transfer;Partner;Dog;Spayed Female;10 months;Collie Smooth;Black/White
20779;86403;A801932;;08/12/2019 10:22:00 AM;08/11/2007;Euthanasia;Rabies Risk;Other;Unknown;12 years;Bat;Brown
20780;86419;A773806;Plato;02/18/2020 09:13:00 AM;06/05/2005;Adoption;Foster;Dog;Neutered Male;14 years;Dachshund Mix;Black/Tan
20781;86420;A815365;*Duncan;04/21/2020 12:05:00 PM;02/14/2020;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Blue
20782;86426;A802073;*Pearl;05/01/2020 08:36:00 AM;08/06/2019;Adoption;Foster;Cat;Spayed Female;8 months;Domestic Shorthair;White
20783;86428;A812981;;02/08/2020 05:38:00 PM;09/01/2019;Adoption;;Cat;Neutered Male;5 months;Domestic Medium Hair Mix;Black/White
20784;86429;A806034;Benji;10/13/2019 02:14:00 PM;10/05/2014;Transfer;Partner;Dog;Neutered Male;5 years;Miniature Poodle Mix;White
20785;86432;A805979;;10/11/2019 07:41:00 PM;07/20/2019;Adoption;;Dog;Spayed Female;2 months;Doberman Pinsch;Red
20786;86434;A800434;Gracie;07/21/2019 06:48:00 PM;09/21/2014;Return to Owner;;Dog;Intact Female;4 years;Pit Bull;Blue/White
20787;86438;A799376;*Star;07/25/2019 06:03:00 PM;05/24/2019;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever Mix;White/Tan
20788;86441;A812420;Bubba;01/24/2020 12:02:00 PM;01/22/2019;Return to Owner;;Dog;Intact Male;1 year;Great Dane;Black/White
20789;86446;A755939;Maya;06/18/2019 06:56:00 PM;08/11/2014;Adoption;;Dog;Spayed Female;4 years;Siberian Husky Mix;Black/White
20790;86451;A793676;Oso;05/04/2019 11:19:00 AM;04/28/2009;Transfer;Partner;Dog;Intact Male;10 years;Great Pyrenees;White
20791;86452;A805205;*Marvin;10/17/2019 05:03:00 PM;09/24/2016;Adoption;;Dog;Neutered Male;3 years;Anatol Shepherd/Labrador Retriever;White
20792;86459;A806244;*Chai;11/25/2019 06:25:00 PM;06/22/2019;Adoption;;Cat;Spayed Female;5 months;Domestic Shorthair;Tortie
20793;86460;A793524;;04/26/2019 12:00:00 AM;04/25/2019;Transfer;Partner;Cat;Unknown;1 day;Domestic Shorthair Mix;Brown Tabby
20794;86461;A786339;*Bertha;02/16/2019 04:07:00 PM;12/20/2018;Adoption;Foster;Dog;Spayed Female;1 month;Dachshund Longhair/Chihuahua Longhair;Black/Brown
20795;86465;A790787;Lacy;04/02/2019 03:02:00 PM;03/16/2017;Transfer;Partner;Dog;Spayed Female;2 years;Labrador Retriever Mix;Tan/Black
20796;86466;A744966;Layla;05/02/2020 01:51:00 PM;03/10/2016;Adoption;Foster;Dog;Spayed Female;4 years;Pit Bull Mix;Brown Brindle/White
20797;86468;A801756;Peaches;09/09/2019 02:12:00 PM;08/08/2013;Transfer;Partner;Dog;Spayed Female;6 years;Pit Bull;Black/White
20798;86470;A791682;;03/30/2019 11:54:00 AM;03/29/2005;Transfer;Partner;Dog;Spayed Female;14 years;Chihuahua Longhair Mix;Black Brindle
20799;86472;A826535;Maggie;12/01/2020 02:10:00 PM;11/30/2010;Return to Owner;;Dog;Spayed Female;10 years;Border Collie Mix;Black
20800;86475;A815420;*Harriett;12/16/2020 04:28:00 PM;03/15/2014;Transfer;Partner;Dog;Spayed Female;6 years;American Staffordshire Terrier;White
20801;86492;A787311;Cali;01/19/2019 05:21:00 PM;04/11/2018;Adoption;;Dog;Spayed Female;9 months;Pit Bull Mix;Blue/White
20802;86494;A806977;*Danza Miss Banana;10/30/2019 02:34:00 PM;02/19/2019;Transfer;Partner;Dog;Intact Female;8 months;German Shepherd;Black/Tan
20803;86502;A738159;Boo;03/21/2019 04:25:00 PM;01/11/2016;Transfer;Partner;Dog;Neutered Male;3 years;Pit Bull Mix;Black/White
20804;86503;A797054;;06/12/2019 05:29:00 PM;03/24/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Calico
20805;86511;A818833;*Bucky;12/05/2020 02:59:00 PM;06/16/2018;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair;Brown Tabby/White
20806;86519;A819381;*Speckles;07/20/2020 05:18:00 PM;10/27/2019;Adoption;;Dog;Neutered Male;8 months;American Pit Bull Terrier;Blue/White
20807;86520;A810590;Luna;12/17/2019 01:33:00 PM;03/17/2019;Return to Owner;;Dog;Intact Female;9 months;Siberian Husky;Black/Gray
20808;86526;A808258;;11/11/2019 05:23:00 PM;09/06/2019;Adoption;;Dog;Neutered Male;2 months;Australian Shepherd Mix;Black
20809;86528;A706234;Jewel;02/29/2020 04:57:00 PM;05/12/2015;Adoption;;Cat;Spayed Female;4 years;Domestic Shorthair Mix;Torbie
20810;86531;A750206;Arrow;09/25/2019 11:00:00 AM;03/08/2012;Adoption;;Dog;Neutered Male;7 years;Labrador Retriever Mix;Tan
20811;86534;A802230;*Elka;08/19/2019 05:38:00 PM;06/15/2019;Adoption;;Dog;Spayed Female;2 months;Beagle;Sable
20812;86538;A788760;Leo;02/10/2019 11:39:00 AM;02/08/2018;Return to Owner;;Dog;Intact Male;1 year;Siberian Husky;Black/Gray
20813;86539;A787652;Patches;01/21/2019 04:24:00 PM;01/17/2017;Transfer;Partner;Cat;Intact Female;2 years;Domestic Shorthair;Tortie
20814;86542;A792594;Francois;05/08/2019 06:47:00 PM;05/01/2017;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Black
20815;86543;A804550;;09/17/2019 04:28:00 PM;07/15/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Cream Tabby/White
20816;86544;A806997;;10/21/2019 05:41:00 PM;07/19/2019;Adoption;;Dog;Neutered Male;3 months;Labrador Retriever;Tan
20817;86548;A797817;*Piper;08/13/2019 10:56:00 AM;04/03/2019;Transfer;Partner;Cat;Spayed Female;4 months;Domestic Shorthair;Calico
20818;86553;A807032;;10/20/2019 03:29:00 PM;09/19/2019;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Black
20819;86556;A803178;*Jack;09/14/2019 04:13:00 PM;06/28/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Black
20820;86567;A788497;;02/04/2019 03:55:00 PM;02/03/2018;Transfer;Partner;Bird;Unknown;1 year;Chicken Mix;Cream
20821;86572;A803109;*Thelma;09/03/2019 10:20:00 AM;05/27/2019;Transfer;Partner;Dog;Intact Female;3 months;German Shepherd Mix;Tricolor
20822;86574;A811394;Brazos;08/28/2020 03:18:00 PM;07/05/2014;Transfer;Partner;Dog;Neutered Male;6 years;Pit Bull;Fawn/White
20823;86580;A799949;Rock;07/16/2019 04:26:00 PM;07/15/2013;Euthanasia;Suffering;Dog;Neutered Male;6 years;Pit Bull;Tan/White
20824;86583;A793759;Sky;05/05/2019 01:09:00 PM;10/29/2018;Adoption;;Dog;Spayed Female;6 months;Rottweiler Mix;Black/Tan
20825;86590;A817632;Taco;06/09/2020 08:44:00 AM;10/21/2015;Adoption;Foster;Dog;Neutered Male;4 years;Labrador Retriever/Belgian Malinois;Brown Brindle/White
20826;86596;A803978;Joker;09/10/2019 12:01:00 PM;07/09/2015;Transfer;Partner;Dog;Intact Male;4 years;Labrador Retriever;Black
20827;86597;A783102;Sydney;01/30/2019 03:04:00 PM;12/25/2017;Adoption;Foster;Dog;Spayed Female;1 year;Great Pyrenees/Labrador Retriever;White
20828;86600;A820073;;07/14/2020 10:50:00 AM;05/11/2020;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair;Black/White
20829;86604;A804034;Lola;09/10/2019 06:27:00 PM;05/26/2019;Return to Owner;;Dog;Intact Female;3 months;German Shepherd Mix;Black/Tan
20830;86614;A810818;Papi;12/29/2019 07:15:00 PM;10/06/2019;Adoption;;Dog;Neutered Male;2 months;Pointer;Black/Blue Tick
20831;86622;A815139;*Eleven;04/16/2020 08:39:00 AM;02/11/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Calico
20832;86625;A809901;*Penelope;05/13/2020 08:44:00 AM;12/12/2009;Transfer;Partner;Cat;Spayed Female;10 years;Domestic Shorthair Mix;Brown Tabby
20833;86626;A824502;;10/17/2020 11:00:00 AM;10/15/2019;Transfer;Partner;Other;Intact Female;1 year;Rat;White/Black
20834;86632;A807506;;10/29/2019 01:41:00 PM;10/25/2017;Transfer;Snr;Cat;Intact Female;2 years;Domestic Shorthair;Black
20835;86633;A806392;Mimi;10/16/2019 04:48:00 PM;10/10/2016;Transfer;Partner;Dog;Spayed Female;3 years;Border Collie/Great Pyrenees;White/Tricolor
20836;86636;A788052;*Loki;02/14/2019 05:47:00 PM;01/25/2018;Adoption;;Dog;Neutered Male;1 year;Alaskan Husky/German Shepherd;Tricolor/Brown
20837;86640;A821570;Annie;08/31/2020 04:08:00 PM;08/14/2019;Adoption;;Dog;Spayed Female;1 year;Labrador Retriever Mix;Tan/White
20838;86642;A790264;*Worthington;05/14/2019 11:25:00 AM;03/07/2001;Adoption;Foster;Dog;Neutered Male;18 years;Chihuahua Longhair Mix;White/Tan
20839;86643;A809342;*Juicebox;11/25/2019 04:21:00 PM;08/22/2019;Adoption;;Dog;Spayed Female;3 months;Labrador Retriever/German Shepherd;Cream
20840;86654;A819338;*Zaffre;07/28/2020 11:11:00 AM;06/26/2018;Transfer;Partner;Dog;Neutered Male;2 years;Basenji Mix;White/Brown
20841;86659;A603361;Muneco;10/04/2019 11:26:00 AM;09/26/2014;Return to Owner;;Dog;Intact Male;5 years;Australian Cattle Dog Mix;Black
20842;86661;A817415;;05/27/2020 04:06:00 PM;03/24/2020;Adoption;Foster;Dog;Neutered Male;2 months;Beagle;Brown/White
20843;86665;A819735;*Sunny;08/19/2020 06:47:00 PM;07/05/2018;Transfer;Partner;Cat;Spayed Female;2 years;Domestic Longhair;Cream Tabby
20844;86676;A796059;*Flannel;06/30/2019 10:22:00 AM;04/28/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Brown Tabby
20845;86678;A810976;Liam;12/30/2019 04:47:00 PM;12/23/2017;Rto-Adopt;;Cat;Neutered Male;2 years;Domestic Shorthair;White/Black
20846;86683;A820060;*Casimir;09/22/2020 02:53:00 PM;07/10/2018;Adoption;Foster;Cat;Neutered Male;2 years;Domestic Shorthair;Cream Tabby/White
20847;86685;A805825;Galleta;10/08/2019 12:23:00 PM;10/02/2017;Transfer;Partner;Dog;Intact Female;2 years;West Highland/Lhasa Apso;White/Black
20848;86687;A817214;;05/10/2020 12:53:00 PM;05/10/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Black
20849;86689;A795027;;05/29/2019 04:26:00 PM;04/25/2019;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair;Calico
20850;86690;A803417;;09/04/2019 04:43:00 PM;07/01/2019;Adoption;;Dog;Spayed Female;2 months;Chihuahua Shorthair;Brown/Tan
20851;86692;A806923;*Cherub;10/23/2019 12:51:00 PM;10/17/2017;Transfer;Partner;Dog;Intact Male;2 years;Labrador Retriever;Tan
20852;86698;A796205;;06/03/2019 12:00:00 AM;05/30/2017;Euthanasia;Rabies Risk;Other;Unknown;2 years;Raccoon;Black/Gray
20853;86703;A796696;;06/10/2019 02:44:00 PM;06/04/2016;Transfer;Partner;Dog;Intact Male;3 years;Lhasa Apso;White/Black
20854;86704;A774620;*Janet;02/14/2019 08:06:00 AM;05/12/2018;Adoption;Foster;Cat;Spayed Female;9 months;Domestic Shorthair Mix;Blue Tabby
20855;86706;A811062;*Turkey;01/03/2020 01:00:00 PM;12/27/2017;Transfer;Partner;Dog;Intact Male;2 years;German Shepherd;Black/Tricolor
20856;86722;A801459;;08/09/2019 11:03:00 PM;06/08/2019;Adoption;;Dog;Neutered Male;2 months;Pit Bull;Blue/White
20857;86723;A811004;;12/30/2019 10:25:00 AM;12/26/2018;Euthanasia;;Cat;Unknown;1 year;Domestic Shorthair;Black
20858;86726;A810977;Oreo;01/18/2020 05:03:00 PM;10/19/2019;Adoption;;Dog;Spayed Female;2 months;Australian Cattle Dog;White/Black
20859;86728;A786866;;01/09/2019 05:20:00 PM;01/03/2014;Adoption;;Dog;Neutered Male;5 years;Chihuahua Shorthair Mix;Tan
20860;86736;A802849;Moose;11/23/2019 02:13:00 PM;08/23/2017;Adoption;Foster;Dog;Neutered Male;2 years;Pointer/Labrador Retriever;Brown Brindle/Brown
20861;86742;A819569;;07/01/2020 03:01:00 PM;07/01/2019;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
20862;86748;A814778;*Saucy;03/14/2020 06:40:00 PM;10/02/2019;Adoption;;Dog;Spayed Female;5 months;Labrador Retriever;Brown/White
20863;86752;A809444;;11/25/2019 02:41:00 PM;03/24/2019;Transfer;Partner;Dog;Intact Male;8 months;German Shepherd;Black/Tan
20864;86754;A789458;*Fanta;02/28/2019 06:43:00 PM;02/21/2018;Adoption;;Dog;Spayed Female;1 year;Labrador Retriever Mix;White/Tan
20865;86756;A806398;Boone;10/14/2019 02:07:00 PM;02/10/2019;Return to Owner;;Dog;Neutered Male;8 months;Labrador Retriever;White/Black
20866;86757;A812267;;01/18/2020 05:47:00 PM;01/18/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown
20867;86758;A787568;;01/16/2019 07:03:00 PM;07/15/2018;Transfer;Partner;Cat;Intact Male;6 months;Domestic Medium Hair Mix;Black/Brown
20868;86759;A819406;;07/14/2020 05:18:00 PM;06/28/2017;Transfer;Snr;Cat;Neutered Male;3 years;Domestic Shorthair;Black
20869;86764;A810599;*Miami Florida;04/21/2020 09:29:00 AM;06/16/2019;Adoption;Foster;Cat;Spayed Female;10 months;Domestic Medium Hair;White
20870;86768;A813842;Pixi;05/02/2020 10:56:00 AM;02/19/2011;Adoption;Foster;Dog;Spayed Female;9 years;Pembroke Welsh Corgi Mix;Tan
20871;86769;A789855;Princess;10/20/2020 04:38:00 PM;07/28/2018;Adoption;;Dog;Spayed Female;2 years;Cardigan Welsh Corgi Mix;Brown
20872;86770;A798939;;07/04/2019 01:37:00 PM;03/02/2019;Transfer;Partner;Other;Intact Male;4 months;Tortoise;Green
20873;86776;A822644;;09/11/2020 05:36:00 PM;06/22/2020;Adoption;;Dog;Spayed Female;2 months;Dachshund Mix;Black/White
20874;86781;A796323;Mary;09/19/2019 09:57:00 AM;12/01/2017;Adoption;Foster;Cat;Spayed Female;1 year;Domestic Longhair;Tortie
20875;86804;A818511;*Staci;10/16/2020 12:03:00 PM;08/28/2019;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair;Black
